,選手名,選手名（英語）,最終所属,ポジション,生年月日,身長/体重,url
6815,レオナルド,LEONARDO Nascimento De Araujo,鹿島,MF,1969/09/05,177/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6816,レオナルド,LEONARDO Henriques Da Silva,山形,DF,1982/07/22,185/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6817,レオナルド　ラモス,Leonardo Javier Ramos(LEONARDO RAMOS),山口,FW,1989/08/21,187/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6818,レオナルド　ロシャ,Leonardo Da Silva Rocha(LEONARDO ROCHA),岐阜,MF,1985/03/07,176/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6819,レジ,Regillio Simons(REGGIE),京都,FW,1973/06/28,183/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6820,レジナルド,REGINALDO Ferreira Da Silva,千葉,FW,1983/07/31,173/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6821,レディアコフ,Igor LEDIAKHOV,横浜Ｆ,MF,1968/05/22,190/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6822,レナチーニョ,Renato Carlos Martins Junior(RENATINHO),川崎Ｆ,FW,1987/05/14,173/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6823,レナト,RENATO Adriano Jaco Moraes,鹿島,MF,1984/09/15,173/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6824,レナト,RENATO Piau De Sa,甲府,FW,1992/12/19,173/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6825,レナト,RENATO Ribeiro Calixto Aguiar,川崎Ｆ,FW,1988/10/04,167/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6826,レナト,Carlos Renato Freder,柏,FW,1957/02/21,182/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6827,レナン　モッタ,Renan Carvalho Mota(RENAN MOTA),京都,MF,1991/10/01,165/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6828,レネ　サントス,Rene Ferreira Dos Santos(RENE SANTOS),川崎Ｆ,MF,1992/04/21,184/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6829,レモス,Daniel Soares De Souza LEMOS,岐阜,FW,1990/01/05,176/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6830,レレウ,Claudionor Souza de Jesus(LELEU),岐阜,MF,1993/03/05,169/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6831,レンゾ　ロペス,RENZO LOPEZ,鳥栖,FW,1994/04/16,191/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6832,レーマン,Dirk LEHMANN,横浜FC,FW,1971/08/16,185/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
6833,呂　薛安,LYU Xuean,岩手,DF,1999/04/26,174/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6834,ロイ　スミス,Roy Alexander Smith Lewis(ROY SMITH),鳥取,DF,1990/04/19,185/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6835,ロク　シュトラウス,ROK STRAUS,横浜FC,MF,1987/03/03,177/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6836,六反　勇治,Yuji ROKUTAN,横浜FC,GK,1987/04/10,188/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6837,ロジェーリオ,ROGERIO Correa De Oliveira,清水,DF,1979/01/03,186/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6838,ロチャ,ROCHA Sobrinho Filho Adi,Ｇ大阪,FW,1985/12/15,184/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6839,ロッサム,Erik Van ROSSUM,東京Ｖ,DF,1963/03/27,190/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6840,ロッシ,Julio Hernan ROSSI,福岡,FW,1977/02/22,175/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6841,ロドリゲス,Diego Matias RODRIGUEZ,千葉,GK,1989/06/25,184/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6842,ロドリゲス,Gerson Leal RODRIGUES Gouveia,磐田,FW,1995/06/20,182/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6843,ロドリゴ,RODRIGO Nunes De Oliveira,仙台,FW,1979/01/11,179/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6844,ロドリゴ,RODRIGO Fabiano Mendes,大分,MF,1975/08/09,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6845,ロドリゴ,RODRIGO Domingos Dos Santos,北九州,FW,1987/01/25,180/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6846,ロドリゴ,RODRIGO Pinheiro Da Silva,横浜Ｆ,MF,1977/09/10,162/54,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6847,ロドリゴ,RODRIGO Bonifacio Da Rocha,福島,FW,1985/12/04,180/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6848,ロドリゴ,RODRIGO Lacerda Ramos,磐田,MF,1980/10/06,184/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6849,ロドリゴ　ソウト,RODRIGO SOUTO,磐田,MF,1983/02/09,183/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6850,ロドリゴ　マンシャ,Rodrigo Marcos Dos Santos(RODRIGO MANCHA),大分,MF,1986/06/16,183/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6851,ロナウド,RONALDO Rodrigues De Jesus,清水,DF,1965/06/19,188/89,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6852,ロニ,Ronieli Gomes Dos Santos(RONI),鳥栖,FW,1991/04/25,178/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6853,ロニー,Ronielton Pereira Santos(RONI),Ｇ大阪,FW,1977/04/28,173/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6854,ロビン　シモヴィッチ（シモヴィッチ）,ROBIN SIMOVIC,大宮,FW,1991/05/29,199/93,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6855,ロブソン,ROBSON Luis Pereira Silva,札幌,FW,1974/09/21,183/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6856,ロブソン,Jose ROBSON Do Nascimento,大分,FW,1969/05/10,185/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6857,ロブレク,Kruno LOVREK,Ｃ大阪,FW,1979/09/11,180/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6858,ロベルト　セザー（ホベルト）,ROBERTO CESAR Zardin Rodrigues,FC東京,FW,1985/12/19,180/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6859,ロベルト　トーレス,Roberto Ismael Torres Baez(ROBERTO TORRES),磐田,MF,1972/04/06,172/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6860,ロペス,Alexandre Paes LOPES,東京Ｖ,DF,1974/10/29,186/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6861,ロペス,Welington Nogueira LOPES De Avellar,横浜FM,MF,1979/06/01,186/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6862,呂比須　ワグナー（ロペス）,Wagner LOPES,福岡,FW,1969/01/29,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6863,ロマリーニョ,Romario De Souza Faria Filho(ROMARINHO),金沢,FW,1993/09/20,179/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6864,ロメロ　フランク,Frank ROMERO,新潟,MF,1987/08/19,177/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8D
6865,若井　研治,Kenji WAKAI,広島,FW,1974/09/22,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6866,若狭　大志,Masashi WAKASA,東京Ｖ,DF,1989/07/24,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6867,輪笠　祐士,Yuji WAKASA,秋田,MF,1996/02/09,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6868,若杉　好輝,Koki WAKASUGI,甲府,MF,1995/11/08,174/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6869,若杉　拓哉,Takuya WAKASUGI,熊本,FW,1993/11/24,178/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6870,若月　大和,Yamato WAKATSUKI,湘南,FW,2002/01/18,170/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6871,若原　智哉,Tomoya WAKAHARA,京都,GK,1999/12/28,185/88,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6872,若林　学,Manabu WAKABAYASHI,栃木,FW,1979/06/03,188/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6873,若林　頼以弥,Raiya WAKABAYASHI,神戸,GK,2000/04/26,195/87,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6874,若松　けん将,Kenji WAKAMATSU,広島,FW,1972/08/16,179/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6875,若松　大樹,Daiki WAKAMATSU,大宮,DF,1976/08/02,176/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6876,脇　裕基,Hiroki WAKI,藤枝,FW,1993/02/20,181/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6877,脇坂　泰斗,Yasuto WAKIZAKA,川崎Ｆ,MF,1995/06/11,172/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6878,脇本　晃成,Kosei WAKIMOTO,岩手,DF,1994/01/08,180/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6879,ワグネル,WAGNER Pires De Almeida,Ｃ大阪,FW,1973/12/27,178/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6880,ワグネル,Antonio WAGNER De Moraes,柏,FW,1966/06/02,174/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6881,分島　諒,Manato WAKESHIMA,大分,DF,2003/04/10,180/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6882,輪湖　直樹,Naoki WAKO,福岡,DF,1989/11/26,171/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6883,鷲田　雅一,Masakazu WASHIDA,山形,DF,1978/11/15,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6884,ワシントン,WASHINGTON Stecanela Cerqueira,浦和,FW,1975/04/01,189/88,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6885,ワシントン,WASHINGTON Luiz Mascarenhas Silva,FC東京,FW,1978/07/17,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6886,ワシントン,WASHINGTON Luigi Garcia,山形,FW,1978/11/14,180/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6887,ワシントン,Cezar WASHINGTON Alves Portela,山口,MF,1986/11/16,182/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6888,ワシントン,WASHINGTON Luiz Pereira Dos Santos,Ｃ大阪,FW,1975/04/10,187/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6889,渡井　理己,Masaki WATAI,徳島,MF,1999/07/18,168/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6890,和多田　充寿,Mitsutoshi WATADA,神戸,FW,1976/03/26,181/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6891,渡辺　敦夫,Atsuo WATANABE,浦和,DF,1974/04/15,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6892,渡邉　新太,Arata WATANABE,大分,FW,1995/08/05,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6893,渡辺　一平,Ippei WATANABE,水戸,DF,1969/09/28,183/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6894,渡辺　桜大,Odai WATANABE,名古屋,DF,2004/04/19,182/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6895,渡部　快斗,Kaito WATANABE,広島,FW,2000/05/08,176/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6896,渡邊　一仁,Kazuhito WATANABE,愛媛,MF,1986/09/01,176/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6897,渡邉　千真,Kazuma WATANABE,横浜FC,FW,1986/08/10,182/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6898,渡邊　啓佳,Keika WATANABE,清水,MF,2004/11/28,169/56,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6899,渡邊　圭二,Keiji WATANABE,千葉,DF,1985/01/28,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6900,渡辺　健太,Kenta WATANABE,讃岐,GK,1998/04/28,190/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6901,渡辺　皓太,Kota WATANABE,横浜FM,MF,1998/10/18,165/61,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6902,渡辺　広大,Kodai WATANABE,群馬,DF,1986/12/04,180/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6903,渡邉　志門,Shimon WATANABE,沼津,DF,1990/12/10,187/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6904,渡邉　柊斗,Shuto WATANABE,水戸,MF,1997/01/28,168/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6905,渡辺　嵩也,Shuya WATANABE,大分,DF,2004/07/05,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6906,渡辺　淳一,Junichi WATANABE,湘南,MF,1973/05/20,168/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6907,渡辺　晋,Susumu WATANABE,仙台,DF,1973/10/10,184/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6908,渡邊　創太,Sota WATANABE,愛媛,DF,2000/08/25,179/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6909,渡邊　泰基,Taiki WATANABE,金沢,DF,1999/04/22,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6910,渡部　大樹,Taiju WATANABE,秋田,MF,1996/02/16,179/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6911,渡辺　隆正,Takamasa WATANABE,浦和,MF,1977/05/12,164/59,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6912,渡辺　卓,Taku WATANABE,山形,DF,1971/11/09,188/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6913,渡辺　拓,Taku WATANABE,山口,MF,2000/07/31,174/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6914,渡辺　匠,Takumi WATANABE,福島,MF,1982/03/15,178/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6915,渡辺　毅,Takeshi WATANABE,柏,DF,1972/09/10,181/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6916,渡邉　大剛,Daigo WATANABE,讃岐,MF,1984/12/03,171/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6917,渡辺　剛,Tsuyoshi WATANABE,FC東京,DF,1997/02/05,186/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6918,渡邊　知生,Tomoki WATANABE,仙台,DF,1998/10/09,175/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6919,渡邉　尚樹,Naoki WATANABE,甲府,DF,2000/11/14,183/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6920,渡辺　夏彦,Natsuhiko WATANABE,湘南,MF,1995/06/26,171/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6921,渡邉　英豊,Hidetoyo WATANABE,大宮,GK,1971/01/19,178/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6922,渡部　博文,Hirofumi WATANABE,山口,DF,1987/07/07,186/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6923,渡部　広也,Hiroya WATANABE,愛媛,MF,2003/05/10,170/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
6924,渡辺　誠,Makoto WATANABE,富山,MF,1980/09/25,170/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8F
