,選手名,選手名（英語）,最終所属,ポジション,生年月日,身長/体重,url
129,米倉　恒貴,Koki YONEKURA,千葉,DF,1988/05/17,177/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
130,米倉　誠,Makoto YONEKURA,Ｃ大阪,MF,1970/12/28,176/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
131,米澤　剛志,Takeshi YONEZAWA,大分,DF,1969/02/06,186/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
132,米澤　令衣,Rei YONEZAWA,鹿児島,FW,1996/07/20,175/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
133,米田　隼也,Shunya YONEDA,長崎,DF,1995/11/05,173/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
134,米原　秀亮,Shusuke YONEHARA,松本,MF,1998/04/20,184/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
135,米原　祐,Yu YONEHARA,岩手,DF,1994/08/18,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
136,米本　拓司,Takuji YONEMOTO,名古屋,MF,1990/12/03,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
137,米山　篤志,Atsushi YONEYAMA,栃木,DF,1976/11/20,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
138,米山　智,Satoshi YONEYAMA,横浜Ｆ,MF,1974/06/27,171/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
139,米山　大輔,Daisuke YONEYAMA,Ｃ大阪,MF,1982/06/10,170/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
140,米山　隆一,Ryuichi YONEYAMA,鳥栖,MF,1969/02/18,179/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
141,ヨビチェビッチ,Igor JOVICEVIC,横浜FM,MF,1973/11/30,180/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
142,嫁阪　翔太,Shota YOMESAKA,岩手,MF,1996/10/19,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
143,寄井　憲,Ken YORII,甲府,DF,1984/04/26,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
144,ヨルディ　バイス,JORDY BUIJS,京都,DF,1988/12/28,186/86,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
145,ヨルン,JEROEN Boere,大宮,FW,1967/11/18,190/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
146,ヨン　ジェミン,YEON Jeimin,鹿児島,DF,1993/05/28,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
147,ヨンセン,Frode JOHNSEN,清水,FW,1974/03/17,187/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
148,ヨンソン,Jan Anders JONSSON,神戸,MF,1960/05/24,177/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%88
0,ライアン　デ　フリース,RYAN DE VRIES,岐阜,FW,1991/09/14,182/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
1,ラウドルップ,Michael LAUDRUP,神戸,MF,1964/06/15,183/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
2,楽山　孝志,Takashi RAKUYAMA,広島,MF,1980/08/11,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
3,ラサッド,LASSAD Hassen Nouioui,FC東京,FW,1986/03/08,188/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
4,ラデ,RADE Bogdanovic,千葉,FW,1970/05/21,185/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
5,ラデリッチ,Ivan RADELJIC,Ｃ大阪,DF,1980/09/14,190/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
6,ラドスラフ　カミンスキー,RADOSLAW KAMINSKI,藤枝,DF,1989/09/28,188/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
7,ラドチェンコ,Dmitry RADCHENKO,磐田,FW,1970/12/02,185/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
8,ラドンチッチ,Dzenan RADONCIC,大分,FW,1983/08/02,193/92,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
9,ラニエリ,RANIELI Jose Cechinato,福岡,MF,1970/12/19,189/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
10,ラファエル,RAFAEL Dos Santos Silva,大分,FW,1982/08/27,186/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
11,ラファエル,RAFAEL Marques Mariano,甲府,FW,1983/05/27,190/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
12,ラファエル　シルバ,Rafael Da Silva(RAFAEL SILVA),浦和,FW,1992/04/04,179/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
13,ラファエル　ハットン,Rafael Rogerio Da Silva(RAFAEL RATAO),新潟,FW,1995/11/30,177/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
14,ラファエルソン,RAFAELSON Bezerra Fernandes,仙台,FW,1997/03/30,183/93,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
15,ラフィーニャ（ハファエル）,Rafael Dos Santos De Oliveira(RAFINHA),横浜FM,FW,1987/06/30,172/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
16,ラフリッチ,Klemen LAVRIC,大宮,FW,1981/06/12,190/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
17,ラモス　瑠偉,Ruy RAMOS,東京Ｖ,MF,1957/02/09,181/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
18,ラモン,RAMON Menezes Hubner,東京Ｖ,MF,1972/06/30,170/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
19,ラリベイ,Joaquin Oscar LARRIVEY,千葉,FW,1984/08/20,186/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
20,ランゲラック,Mitchell James LANGERAK,名古屋,GK,1988/08/22,193/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
21,ランジェ,Marcos Antonio Menezes(LANGE),Ｇ大阪,DF,1966/12/18,168/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
22,ラーン,Uwe RAHN,浦和,DF,1962/05/21,184/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%89
0,リ　ジンヒョク,LEE Junhyuk,相模原,DF,1995/12/20,176/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
1,李　忠成,Tadanari LEE,京都,FW,1985/12/19,182/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
2,李　在根,LEE Chegun,藤枝,GK,1994/02/07,186/90,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
3,李　将吾,Chano RI,岡山,DF,2004/12/30,170/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
4,李　彰剛,LEE Chang Gang,岡山,GK,1984/12/09,187/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
5,李　将樹,RI Changsu,岡山,MF,2001/08/27,168/59,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
6,李　漢宰,RI Han Jae,町田,MF,1982/06/27,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
7,李　栄直,LEE Yong Jick,琉球,DF,1991/02/08,187/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
8,リエップ,Rodrigo Sebastian RIEP,福岡,MF,1976/02/20,170/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
9,リカルジーニョ,Ricardo Alexandre Dos Santos(RICARDINHO),柏,MF,1976/06/24,170/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
10,リカルジーニョ,Ricardo Souza Silva(RICARDINHO),川崎Ｆ,MF,1975/11/26,175/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
11,リカルジーニョ,Ricardo Modesto Da Silva(RICARDINHO),札幌,FW,1979/01/20,178/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
12,リカルジーニョ,Ricardo Alves Pereira(RICARDINHO),FC東京,FW,1988/08/08,179/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
13,リカルド,RICARDO Cavalcante Ribeiro,京都,DF,1977/02/23,180/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
14,リカルド,RICARDO,新潟,MF,1973/05/04,175/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
15,リカルド,Jose RICARDO Dos Santos Oliveira,柏,FW,1984/05/19,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
16,リカルド,Hamilton RICARD Cuesta,湘南,FW,1974/01/12,186/89,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
17,リカルド　サントス,Ricardo Henrique Da Silva Dos Santos(RICARDO SANTOS),岡山,FW,1987/02/13,187/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
18,リカルド　ロボ,RICARDO LOBO,栃木,FW,1984/05/20,178/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
19,力安　祥伍,Shogo RIKIYASU,金沢,MF,1998/08/22,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
20,リチェーリ,RYCHELY Cantanhede De Oliveira,山形,FW,1987/08/06,173/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
21,リチャード　ビチュヘ,RICHARD WITSCHGE,大分,MF,1969/09/20,182/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
22,リッピ　ヴェローゾ,Luiz Felipe Veloso Santos(LIPE VELOSO),FC東京,MF,1997/04/07,179/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
23,リトバルスキー,Pierre LITTBARSKI,仙台,MF,1960/04/16,168/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
24,リナルド,Antonio RINALDO Goncalves,Ｇ大阪,MF,1964/10/31,185/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
25,リネカー,Gary Winston LINEKER,名古屋,FW,1960/11/30,175/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
26,リパティン,Marcelo LIPATIN Lopez,横浜FM,FW,1977/01/28,181/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
27,リャン　キュサ,RYANG Gyu Sa,東京Ｖ,FW,1978/06/03,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
28,梁　賢柱,RYANG Hyonju,今治,FW,1998/05/31,173/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
29,梁　勇基,RYANG Yong Gi,鳥栖,MF,1982/01/07,173/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
30,リュウ　ヌグラハ,RYU NUGRAHA,長野,GK,2000/04/06,183/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
31,梁　大翔,RYO Hiroto,岡山,MF,2003/09/02,170/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
32,リンコン,LINCOLN Correa Dos Santos,神戸,FW,2000/12/16,180/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
33,リンコン,Abraao LINCOLN Martins,群馬,FW,1983/06/14,185/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
34,リンジェ　ジャブラニ　アリ,LINJE JABURANI ALI,YS横浜,FW,1994/11/07,178/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
35,リンス,LINS Lima De Brito,FC東京,FW,1987/09/11,172/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
36,林堂　眞,Makoto RINDO,富山,DF,1989/11/21,178/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
37,リンドマール,LINDOMAR Ferreira De Oliveira,新潟,FW,1977/11/20,174/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8A
0,ルアン,LUAN Madson Gedeao De Pavia,長崎,MF,1990/08/11,170/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
1,ルイジーニョ,Luiz Henrique Vieira(LUIZINHO),Ｇ大阪,MF,1972/02/04,173/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
2,ルイス,Sandro LUIS Zamboni Britzke,甲府,FW,1978/02/20,188/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
3,ルイス,LUIZ Renato Viana Da Silva,川崎Ｆ,FW,1982/01/10,170/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
4,ルイス,Jose LUIZ Drey,湘南,DF,1973/09/23,185/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
5,ルイス　アルベルト,LUIS ALBERTO Santos Dos Santos,鹿島,MF,1983/11/17,183/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
6,ルイス　オヘーダ,Luis Albert Ojeda(LUIS OJEDA),千葉,GK,1990/03/21,183/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
7,ルイゾン,Luiz Carlos Bombonato(LUIZAO),名古屋,FW,1975/11/14,178/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
8,ルカオ,Lucas Marcos Meireles(LUCAO),松本,FW,1995/09/22,191/91,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
9,ルキアン,LUKIAN Araujo de Almeida,磐田,FW,1991/09/21,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
10,ルシアノ,LUCIANO Asley Rocha Carlos,大分,MF,1977/06/19,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
11,ルシアーノ,LUCIANO Daniel Romero,山口,MF,1993/08/28,173/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
12,ルダン,Mark RUDAN,福岡,DF,1975/08/27,192/92,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
13,ルディ,RUDI Bata,横浜FC,DF,1970/02/13,182/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
14,ルリーニャ,Morais Dos Reis Luiz Marcelo(LULINHA),山形,FW,1990/04/10,170/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
15,ルル,Lubomir Luhovy(LULU),浦和,FW,1967/03/31,184/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
16,ルンメニゲ,Michael RUMMENIGGE,浦和,FW,1964/02/03,176/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
17,ルーカス,LUCAS Carvalho Da Silva,相模原,DF,1996/04/01,174/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
18,ルーカス,LUCAS Vinicius Goncalves Silva,湘南,FW,1991/09/14,184/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
19,ルーカス,LUCAS Severino,FC東京,FW,1979/01/03,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
20,ルーカス,LUCAS Coutinho Tavares,相模原,DF,1992/07/10,187/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
21,ルーカス　ガウショ,Lucas De Souza Goncalves(LUCAS GAUCHO),群馬,FW,1991/06/13,184/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
22,ルーカス　ダウベルマン,LUCAS DAUBERMANN,富山,MF,1995/03/18,185/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
23,ルーカス　フェルナンデス,LUCAS FERNANDES,札幌,MF,1994/04/24,174/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
24,ルーカス　ポドルスキ,LUKAS PODOLSKI,神戸,FW,1985/06/04,180/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
25,ルーカス　ミネイロ,Lucas Da Silva Izidoro(LUCAS MINEIRO),Ｃ大阪,MF,1996/02/24,188/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
26,ルーファー,Wynton Alan Whai RUFER,千葉,FW,1962/12/29,181/85,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8B
0,レ,Leandro Cesar De Sousa(LE),甲府,DF,1979/07/06,188/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
1,レ　コン　ビン,LE CONG VINH,札幌,FW,1985/12/10,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
2,レアンドロ,LEANDRO Rodrigues Da Silva,神戸,FW,1985/12/03,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
3,レアンドロ,LEANDRO Lessa Azevedo,東京Ｖ,FW,1980/08/13,173/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
4,レアンドロ,LEANDRO Da Fonseca Euzebio,大宮,DF,1981/08/18,187/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%82%8C
