,選手名,選手名（英語）,ポジション,生年月日,身長,体重,所属チーム,前所属チーム1,前所属チーム2,前所属チーム3,前所属チーム4,前所属チーム5,前所属チーム6,前所属チーム7,前所属チーム8,前所属チーム9,前所属チーム10,前所属チーム11,前所属チーム12,前所属チーム13,前所属チーム14,前所属チーム15,前所属チーム16,前所属チーム17,前所属チーム18,前所属チーム19,前所属チーム20,前所属チーム21
4862,日高　智樹,Tomoki HIDAKA,MF,1980/04/06,170,66,,,,,,,,,,,,,,,,,,,,,,
4863,人見　拓哉,Takuya HITOMI,FW,1997/12/18,175,66,ＦＣ琉球,立正大,矢板中央高,ＡＳ栃木ｂｏｍ　ｄｅ　ｂｏｌａ,ＡＳ栃木ｂｏｍ　ｄｅ　ｂｏｌａ大田原,埼玉ＦＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4864,日野　壱柊,Isshu HINO,MF,2004/01/11,168,60,,,,,,,,,,,,,,,,,,,,,,
4865,日野　優,Suguru HINO,GK,1982/07/29,182,75,,,,,,,,,,,,,,,,,,,,,,
4866,日野　晴天,Sora HINO,FW,2003/07/18,170,68,,,,,,,,,,,,,,,,,,,,,,
4867,姫田　耕大,Kodai HIMEDA,MF,1997/12/05,174,70,,,,,,,,,,,,,,,,,,,,,,
4868,姫野　青空,Sora HIMENO,MF,2004/08/08,163,56,,,,,,,,,,,,,,,,,,,,,,
4869,姫野　宥弥,Yuya HIMENO,MF,1996/09/27,163,62,カターレ富山,大分トリニータ,藤枝ＭＹＦＣ,大分トリニータ,ザスパクサツ群馬,大分トリニータ,ヴェルスパ大分,大分トリニータ,大分トリニータＵ-１８,ＨＯＹＯ　ＡＣ　ＥＬＡＮ大分Ｕ-１５,大分トリニータＵ-１２,-,-,-,-,-,-,-,-,-,-,-
4870,百武　義成,Yoshinari HYAKUTAKE,DF,1977/11/21,181,80,,,,,,,,,,,,,,,,,,,,,,
4871,檜山　勇樹,Yuki HIYAMA,FW,1980/11/11,176,65,,,,,,,,,,,,,,,,,,,,,,
4872,ヒューズ,Chay HEWS,MF,1976/09/30,177,76,,,,,,,,,,,,,,,,,,,,,,
4873,兵働　昭弘,Akihiro HYODO,MF,1982/05/12,180,73,,,,,,,,,,,,,,,,,,,,,,
4874,兵藤　健斗,Kento HYODO,FW,2000/09/19,176,70,,,,,,,,,,,,,,,,,,,,,,
4875,兵藤　慎剛,Shingo HYODO,MF,1985/07/29,172,68,,,,,,,,,,,,,,,,,,,,,,
4876,平　秀斗,Shuto HIRA,DF,1994/06/25,170,66,,,,,,,,,,,,,,,,,,,,,,
4877,平井　駿助,Shunsuke HIRAI,DF,2002/09/07,186,73,横浜Ｆ・マリノス,興国高,岩出ＦＣアズールＪｒユース,岩出ＦＣアズール,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4878,平井　将生,Shoki HIRAI,FW,1987/12/04,179,72,,,,,,,,,,,,,,,,,,,,,,
4879,平井　晋太郎,Shintaro HIRAI,FW,1984/01/07,180,63,,,,,,,,,,,,,,,,,,,,,,
4880,平井　直人,Naohito HIRAI,GK,1978/07/16,183,80,,,,,,,,,,,,,,,,,,,,,,
4881,平井　龍兵,Ryuhei HIRAI,GK,1999/08/06,175,65,,,,,,,,,,,,,,,,,,,,,,
4882,平石　健太,Kenta HIRAISHI,DF,1985/06/26,175,74,,,,,,,,,,,,,,,,,,,,,,
4883,平石　直人,Naoto HIRAISHI,MF,1992/06/23,176,73,,,,,,,,,,,,,,,,,,,,,,
4884,平出　涼,Ryo HIRAIDE,DF,1991/07/18,176,69,,,,,,,,,,,,,,,,,,,,,,
4885,平尾　柊人,Shuto HIRAO,MF,1994/11/28,166,60,,,,,,,,,,,,,,,,,,,,,,
4886,平尾　壮,So HIRAO,DF,1996/07/01,170,68,ザスパクサツ群馬,ＦＣ町田ゼルビア,ガンバ大阪,アビスパ福岡,ガンバ大阪,ガンバ大阪ユース,川上ＦＣ,富田林常盤ＦＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4887,平岡　大陽,Taiyo HIRAOKA,MF,2002/09/14,172,65,湘南ベルマーレ,履正社高,セレッソ大阪西Ｕ-１５,長尾ウオーズＦＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4888,平岡　卓磨,Takuma HIRAOKA,MF,1999/10/13,169,67,,,,,,,,,,,,,,,,,,,,,,
4889,平岡　翼,Tasuku HIRAOKA,MF,1996/02/23,165,62,ＦＣ今治,栃木ＳＣ,ＦＣ東京,作陽高,ポルベニル　カシハラＪｒユース,ポルベニル　カシハラ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4890,平岡　直起,Naoki HIRAOKA,MF,1973/05/24,173,68,,,,,,,,,,,,,,,,,,,,,,
4891,平岡　宏章,Hiroaki HIRAOKA,DF,1969/09/02,180,70,,,,,,,,,,,,,,,,,,,,,,
4892,平岡　将豪,Masahide HIRAOKA,FW,1995/05/12,173,63,,,,,,,,,,,,,,,,,,,,,,
4893,平岡　靖成,Yasunari HIRAOKA,DF,1972/03/13,185,72,,,,,,,,,,,,,,,,,,,,,,
4894,平岡　康裕,Yasuhiro HIRAOKA,DF,1986/05/23,183,72,ベガルタ仙台,清水エスパルス,ベガルタ仙台,清水エスパルス,北海道コンサドーレ札幌,清水エスパルス,清水商高,西富士ＦＣ,富士根北ＳＳＳ,-,-,-,-,-,-,-,-,-,-,-,-,-
4895,平川　絢大,Kento HIRAKAWA,FW,2003/01/08,171,67,,,,,,,,,,,,,,,,,,,,,,
4896,平川　元樹,Genki HIRAKAWA,DF,1996/07/08,185,83,いわてグルージャ盛岡,日本体育大,北海道コンサドーレ札幌Ｕ-１８,北海道コンサドーレ札幌Ｕ-１５,北海道コンサドーレ札幌Ｕ-１２,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4897,平川　拓斗,Takuto HIRAKAWA,DF,2003/04/23,176,68,ガンバ大阪,ガンバ大阪Ｊｒユース,春日サントスＦＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4898,平川　忠亮,Tadaaki HIRAKAWA,DF,1979/05/01,172,72,,,,,,,,,,,,,,,,,,,,,,
4899,平川　怜,Rei HIRAKAWA,MF,2000/04/20,176,72,松本山雅ＦＣ,ＦＣ東京,鹿児島ユナイテッドＦＣ,ＦＣ東京,ＦＣ東京Ｕ-１８,ＦＣ東京Ｕ-１５むさし,上ノ原ＳＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4900,平木　良樹,Yoshiki HIRAKI,MF,1986/10/17,173,68,,,,,,,,,,,,,,,,,,,,,,
4901,平澤　健介,Kensuke HIRASAWA,DF,1998/04/10,169,57,,,,,,,,,,,,,,,,,,,,,,
4902,平澤　拓巳,Takumi HIRASAWA,DF,1998/10/02,178,64,,,,,,,,,,,,,,,,,,,,,,
4903,平繁　龍一,Ryuichi HIRASHIGE,FW,1988/06/15,175,75,,,,,,,,,,,,,,,,,,,,,,
4904,平島　崇,Takashi HIRAJIMA,DF,1982/02/03,176,73,,,,,,,,,,,,,,,,,,,,,,
4905,平瀬　大,Dai HIRASE,DF,2001/03/28,179,69,,,,,,,,,,,,,,,,,,,,,,
4906,平瀬　智行,Tomoyuki HIRASE,FW,1977/05/23,184,79,,,,,,,,,,,,,,,,,,,,,,
4907,平田　海斗,Kaito HIRATA,MF,2001/07/25,170,60,水戸ホーリーホック,水戸ホーリーホックユース,高崎ＦＣ,藤岡二小,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4908,平田　圭,Kei HIRATA,FW,1969/09/09,172,66,,,,,,,,,,,,,,,,,,,,,,
4909,平田　拳一朗,Kenichiro HIRATA,MF,1991/06/12,167,61,,,,,,,,,,,,,,,,,,,,,,
4910,平田　健斗,Kento HIRATA,MF,1996/04/22,179,72,,,,,,,,,,,,,,,,,,,,,,
4911,平田　駿佑,Shunsuke HIRATA,MF,2001/12/27,175,72,,,,,,,,,,,,,,,,,,,,,,
4912,平田　俊英,Toshihide HIRATA,GK,1990/10/11,175,67,,,,,,,,,,,,,,,,,,,,,,
4913,平塚　次郎,Jiro HIRATSUKA,MF,1979/12/02,163,56,,,,,,,,,,,,,,,,,,,,,,
4914,平墳　迅,Jin HIRATSUKA,FW,1999/05/19,181,78,,,,,,,,,,,,,,,,,,,,,,
4915,平塚　悠知,Yuto HIRATSUKA,MF,1996/04/13,175,63,水戸ホーリーホック,札幌大,北海道大谷室蘭高,北湘南サッカースクールＵ-１５,TユニティFC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4916,平戸　太貴,Taiki HIRATO,MF,1997/04/18,177,68,ＦＣ町田ゼルビア,鹿島アントラーズ,ＦＣ町田ゼルビア,鹿島アントラーズ,ＦＣ町田ゼルビア,鹿島アントラーズ,鹿島アントラーズユース,鹿島アントラーズＪｒユース,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4917,平野　碧,Aoi HIRANO,GK,2002/06/08,182,74,,,,,,,,,,,,,,,,,,,,,,
4918,平野　甲斐,Kai HIRANO,MF,1987/08/16,174,72,,,,,,,,,,,,,,,,,,,,,,
4919,平野　孝,Takashi HIRANO,MF,1974/07/15,180,73,,,,,,,,,,,,,,,,,,,,,,
4920,平野　佑一,Yuichi HIRANO,MF,1996/03/11,175,68,水戸ホーリーホック,国士舘大,国学院久我山高,東京ヴェルディＪｒユース,キンダー善光ＳＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4921,平林　輝良寛,Kiyohiro HIRABAYASHI,MF,1984/06/04,174,69,,,,,,,,,,,,,,,,,,,,,,
4922,平間　智和,Tomokazu HIRAMA,MF,1977/06/30,172,65,,,,,,,,,,,,,,,,,,,,,,
4923,平間　直道,Naomichi HIRAMA,MF,1987/07/06,166,65,,,,,,,,,,,,,,,,,,,,,,
4924,平松　孝汰朗,Kotaro HIRAMATSU,DF,2004/08/23,178,63,,,,,,,,,,,,,,,,,,,,,,
4925,平松　康平,Kohei HIRAMATSU,MF,1980/04/19,170,65,,,,,,,,,,,,,,,,,,,,,,
4926,平松　宗,Shu HIRAMATSU,FW,1992/11/20,184,80,ＳＣ相模原,カターレ富山,アルビレックス新潟,カターレ富山,アルビレックス新潟,Ｖ・ファーレン長崎,アルビレックス新潟,Ｖ・ファーレン長崎,アルビレックス新潟,水戸ホーリーホック,アルビレックス新潟,国士舘大,アルビレックス新潟ユース,アルビレックス新潟Ｊｒユース,-,-,-,-,-,-,-,-
4927,平松　昇,Sho HIRAMATSU,MF,1998/11/26,167,64,湘南ベルマーレ,立正大,清水エスパルスユース,清水エスパルスＪｒユース,島田第一サッカースポーツ少年団,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4928,平松　大志,Daishi HIRAMATSU,DF,1983/07/03,176,70,,,,,,,,,,,,,,,,,,,,,,
4929,平松　遼太郎,Ryotaro HIRAMATSU,DF,1996/04/05,173,74,,,,,,,,,,,,,,,,,,,,,,
4930,平本　一樹,Kazuki HIRAMOTO,FW,1981/08/18,180,75,,,,,,,,,,,,,,,,,,,,,,
4931,平本　大介,Taisuke HIRAMOTO,FW,1974/11/21,177,70,,,,,,,,,,,,,,,,,,,,,,
4932,平山　駿,Shun HIRAYAMA,FW,1998/10/06,181,72,ギラヴァンツ北九州,法政大,三菱養和ＳＣ,三菱養和ＳＣ巣鴨Ｊｒユース,新座エース,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4933,平山　相太,Sota HIRAYAMA,FW,1985/06/06,190,85,,,,,,,,,,,,,,,,,,,,,,
4934,平山　智規,Tomonori HIRAYAMA,MF,1978/01/09,173,67,,,,,,,,,,,,,,,,,,,,,,
4935,平山　大,Masaru HIRAYAMA,DF,1972/06/03,183,72,,,,,,,,,,,,,,,,,,,,,,
4936,廣井　友信,Tomonobu HIROI,DF,1985/01/11,180,76,ツエーゲン金沢,清水エスパルス,ロアッソ熊本,清水エスパルス,ロアッソ熊本,清水エスパルス,東京ヴェルディ,清水エスパルス,駒澤大,前橋育英高,ＦＣ杉野,程久保ＳＣ,-,-,-,-,-,-,-,-,-,-
4937,広石　宗大,Sota HIROISHI,MF,1998/10/01,168,62,,,,,,,,,,,,,,,,,,,,,,
4938,廣岡　睦樹,Mutsuki HIROOKA,MF,2001/08/16,174,70,,,,,,,,,,,,,,,,,,,,,,
4939,廣木　雄磨,Yuma HIROKI,DF,1992/07/23,168,68,ファジアーノ岡山,レノファ山口ＦＣ,東京学芸大,ＦＣ東京Ｕ-１８,ＦＣ東京Ｕ-１５むさし,アンティウスＦＣ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4940,廣末　陸,Riku HIROSUE,GK,1998/07/06,183,82,,,,,,,,,,,,,,,,,,,,,,
4941,広瀬　健太,Kenta HIROSE,DF,1992/06/26,178,75,ＡＣ長野パルセイロ,アルビレックス新潟,湘南ベルマーレ,栃木ＳＣ,湘南ベルマーレ,栃木ＳＣ,湘南ベルマーレ,日本体育大,浦和レッズユース,浦和レッズＪｒユース,川口北ＳＣ,-,-,-,-,-,-,-,-,-,-,-
4942,廣瀬　浩二,Koji HIROSE,FW,1984/03/13,166,64,,,,,,,,,,,,,,,,,,,,,,
4943,廣瀬　智靖,Tomoyasu HIROSE,MF,1989/09/11,174,67,,,,,,,,,,,,,,,,,,,,,,
4944,廣瀬　智行,Tomoyuki HIROSE,DF,1994/09/03,186,80,ヴァンラーレ八戸,ラインメール青森ＦＣ,東京武蔵野シティＦＣ,城西国際大,北海道大谷室蘭高,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4945,広瀬　陸斗,Rikuto HIROSE,DF,1995/09/23,176,68,鹿島アントラーズ,横浜Ｆ・マリノス,徳島ヴォルティス,水戸ホーリーホック,浦和レッズユース,浦和レッズＪｒユース,土合サッカースポーツ少年団,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4946,廣田　公明,Komei HIROTA,GK,2003/11/27,187,70,ロアッソ熊本,砥用中,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4947,廣田　隆治（広田　隆治）,Ryuji HIROTA,MF,1993/07/16,173,65,,,,,,,,,,,,,,,,,,,,,,
4948,廣長　優志,Yuji HIRONAGA,MF,1975/07/25,181,77,,,,,,,,,,,,,,,,,,,,,,
4949,廣永　遼太郎,Ryotaro HIRONAGA,GK,1990/01/09,186,80,ヴィッセル神戸,サンフレッチェ広島,ＦＣ東京,カターレ富山,ＦＣ東京,ファジアーノ岡山,ＦＣ東京,ファジアーノ岡山,ＦＣ東京,横河武蔵野ＦＣ,ＦＣ東京,ＦＣ東京Ｕ-１８,ＦＣ東京Ｕ-１５,ＪＡＣＰＡ東京ＦＣ,-,-,-,-,-,-,-,-
4950,広庭　輝,Hikaru HIRONIWA,MF,1985/07/05,165,59,,,,,,,,,,,,,,,,,,,,,,
4951,広野　耕一,Koichi HIRONO,GK,1980/04/16,181,76,,,,,,,,,,,,,,,,,,,,,,
4952,廣山　望,Nozomi HIROYAMA,MF,1977/05/06,175,68,,,,,,,,,,,,,,,,,,,,,,
4953,ビアージョ,Claudio Dario BIAGGIO,FW,1967/07/02,177,74,,,,,,,,,,,,,,,,,,,,,,
4954,ビクトル,VICTOR Ibanez Pascual,GK,1989/04/21,191,85,モンテディオ山形,ＳＣ相模原,ＦＣ岐阜,ロスピタレート／スペイン,レアル　サラゴサＢ／スペイン,アルコルコン／スペイン,アルメリアＢ／スペイン,カルタヘナ／スペイン,リェイダ／スペイン,エイバル／スペイン,-,-,-,-,-,-,-,-,-,-,-,-
4955,ビクトル　イバルボ,Segundo VICTOR IBARBO Guerrero,FW,1990/05/19,188,79,Ｖ・ファーレン長崎,サガン鳥栖,Ｖ・ファーレン長崎,サガン鳥栖,カリアリ　カルチョ／イタリア,サガン鳥栖,カリアリ　カルチョ／イタリア,パナシナイコスＦＣ／ギリシャ,アトレチコ　ナシオナル／コロンビア,ワトフォード／イングランド,ローマ／イタリア,カリアリ　カルチョ／イタリア,ローマ／イタリア,カリアリ　カルチョ／イタリア,アトレチコ　ナシオナル／コロンビア,-,-,-,-,-,-,-
4956,ビジュ,Andre Luiz De Souza Silva(BIJU),MF,1974/09/17,175,75,,,,,,,,,,,,,,,,,,,,,,
4957,ビスコンティ,David Carlos Nazareno BISCONTI,MF,1968/09/22,178,74,,,,,,,,,,,,,,,,,,,,,,
4958,ビスマルク,Tabinas Paul BISMARCK,DF,2002/07/05,185,78,いわてグルージャ盛岡,青森山田高,ＦＣトリプレッタ　,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4959,ビスマルク,BISMARCK Barreto Faria,MF,1969/09/17,177,78,,,,,,,,,,,,,,,,,,,,,,
4960,ビタウ,Jose Reginaldo VITAL,MF,1976/02/29,175,74,,,,,,,,,,,,,,,,,,,,,,
4961,ビタリー,VITALIY,FW,1969/05/04,183,74,,,,,,,,,,,,,,,,,,,,,,
4962,ビョン　ジュンボン,BYEON Jun Byum,DF,1991/02/05,185,82,,,,,,,,,,,,,,,,,,,,,,
4963,ビリー,Vasilios Konstantinidis(BILLY),FW,1986/04/21,188,85,,,,,,,,,,,,,,,,,,,,,,
4964,ビリー　セレスキー,Blagoja Celeski(BILLY CELESKI),MF,1985/07/14,174,73,,,,,,,,,,,,,,,,,,,,,,
4965,ビロング,Pensee BILONG Michel,DF,1973/06/16,192,90,,,,,,,,,,,,,,,,,,,,,,
4966,ビンク,Peter Binkovski,MF,1972/07/29,182,76,,,,,,,,,,,,,,,,,,,,,,
4967,ビングリー,Matthew BINGLEY,DF,1971/08/16,183,76,,,,,,,,,,,,,,,,,,,,,,
4968,ピアカイ　ヘンケル,Henkel Piakai Chin Ming Shang(PIAKAI HENKEL),FW,1995/03/11,177,71,,,,,,,,,,,,,,,,,,,,,,
4969,ピオトル,PIOTR Swierczewski,MF,1972/04/08,183,79,,,,,,,,,,,,,,,,,,,,,,
4970,ピクン,Fernando PICUN,DF,1972/02/14,185,75,,,,,,,,,,,,,,,,,,,,,,
4971,ピサノ　アレックス幸冬堀尾,Alexandre Kouto Horio PISANO(Alex Kouto Horio PISANO),GK,2006/01/10,186,68,,,,,,,,,,,,,,,,,,,,,,
4972,ピニェイロ,Julio Cesar PINHEIRO Garcia,MF,1976/08/22,175,73,,,,,,,,,,,,,,,,,,,,,,
4973,ピンゴ,Erison Carlos Dos Santos Silva(PINGO),MF,1980/05/22,175,70,,,,,,,,,,,,,,,,,,,,,,
4974,ピンバ,Gabriel Lima Oliveira(PIMBA),MF,1990/07/04,173,67,,,,,,,,,,,,,,,,,,,,,,
4975,ピーター　ウタカ,Peter Maduabuchi Utaka(PETER UTAKA),FW,1984/02/12,179,79,京都サンガF.C.,ヴァンフォーレ甲府,徳島ヴォルティス,ヴェイレＢＫ／デンマーク,ＦＣ東京,サンフレッチェ広島,清水エスパルス,サンフレッチェ広島,清水エスパルス,上海申キン足球倶楽部／中国,北京国安足球倶楽部／中国,大連阿爾濱足球倶楽部／中国,オーデンセＢＫ／デンマーク,ロイヤル　アントワープＦＣ／ベルギー,-,-,-,-,-,-,-,-
4976,ピーダーセン　世穏,Jorn PEDERSEN,FW,1997/12/12,183,78,Ｙ．Ｓ．Ｃ．Ｃ．横浜,慶応義塾大,ＦＣトリプレッタユース,ＦＣトリプレッタＪｒユース,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4977,ファグネル,FAGNER Ribeiro Da Costa,FW,1990/08/24,178,80,,,,,,,,,,,,,,,,,,,,,,
4978,ファビアン　ゴンザレス,Fabian Andres Gonzalez Lasso(FABIAN GONZALEZ),FW,1992/11/23,187,80,ジュビロ磐田,アトレティコ　ナシオナル／コロンビア,ミジョナリオス／コロンビア,アカデミア　カントラオ／ペルー,アヤクーチョＦＣ／ペルー,スポーツアンカシュ／ペルー,ラ　エキダ／コロンビア,デポルティボ　パスト／コロンビア,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4979,ファビアーノ,FABIANO Cezar Viegas,DF,1975/08/04,179,74,,,,,,,,,,,,,,,,,,,,,,
4980,ファビオ,FABIO Roberto Gomes Netto,FW,1997/05/25,192,81,,,,,,,,,,,,,,,,,,,,,,
4981,ファビオ,Jose FABIO Santos De Oliveira,FW,1987/04/21,185,79,,,,,,,,,,,,,,,,,,,,,,
4982,ファビオ,FABIO Aguiar Da Silva,DF,1989/02/28,186,78,,,,,,,,,,,,,,,,,,,,,,
4983,ファビオ,FABIO Freire Martins,FW,1989/03/27,186,82,,,,,,,,,,,,,,,,,,,,,,
4984,ファビオ,Pena FABIO Henrique,MF,1990/08/27,190,74,,,,,,,,,,,,,,,,,,,,,,
4985,ファビオ　サントス,FABIO SANTOS Romeu,MF,1985/09/16,179,75,,,,,,,,,,,,,,,,,,,,,,
4986,ファビオ　ジュニオール,FABIO JUNIOR Pereira,FW,1977/11/22,186,83,,,,,,,,,,,,,,,,,,,,,,
4987,ファビオ　ヌネス,FABIO NUNES Fernandes,FW,1980/01/15,178,75,,,,,,,,,,,,,,,,,,,,,,
4988,ファビオ　ロペス,Fabio Rogerio Correa Lopes(FABIO LOPES),MF,1985/05/24,182,69,,,,,,,,,,,,,,,,,,,,,,
4989,ファビーニョ,Fabio Augusto Justino(FABINHO),FW,1974/06/16,167,69,,,,,,,,,,,,,,,,,,,,,,
4990,ファビーニョ,Fabio Jose Dos Santos(FABINHO),MF,1973/06/26,173,77,,,,,,,,,,,,,,,,,,,,,,
4991,ファビーニョ,Fabio De Jesus(FABINHO),MF,1976/10/16,172,73,,,,,,,,,,,,,,,,,,,,,,
4992,ファビーニョ,Fabio Alves Felix(FABINHO),MF,1980/01/10,186,77,,,,,,,,,,,,,,,,,,,,,,
4993,ファブリシオ,FABRICIO Dos Santos Messias,FW,1990/03/28,183,78,,,,,,,,,,,,,,,,,,,,,,
4994,ファブリシオ,FABRICIO De Sousa,MF,1982/07/05,179,76,,,,,,,,,,,,,,,,,,,,,,
4995,ファブリッシオ,FABRICIO Andre Pires,MF,1982/01/29,162,56,,,,,,,,,,,,,,,,,,,,,,
4996,ファボン,Jose Fabio Alves Azevedo(FABAO),DF,1976/06/15,187,84,,,,,,,,,,,,,,,,,,,,,,
4997,ファン　アラーノ,Juan Matheus Alano Nascimento(JUAN ALANO),MF,1996/09/02,172,69,鹿島アントラーズ,コリチーバＦＣ／ブラジル,ＳＣインテルナショナル／ブラジル,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4998,ファン　ウィジョ,HWANG Ui Jo,FW,1992/08/28,184,73,,,,,,,,,,,,,,,,,,,,,,
4999,ファン　ゲッセル,Sander VAN GESSEL,MF,1976/11/04,192,83,,,,,,,,,,,,,,,,,,,,,,
5000,ファン　シンポン,HUANG Xinpeng,DF,2001/06/20,185,81,,,,,,,,,,,,,,,,,,,,,,
5001,黄　辰成,HWANG Jin Sung,MF,1984/05/05,177,70,,,,,,,,,,,,,,,,,,,,,,
5002,ファン　スンミン（黄　順旻）,HWANG Soon Min,MF,1990/09/14,179,68,,,,,,,,,,,,,,,,,,,,,,
5003,ファン　ソッコ,HWANG Seok Ho,DF,1989/06/27,183,80,サガン鳥栖,清水エスパルス,天津泰達足球倶楽部／中国,鹿島アントラーズ,サンフレッチェ広島,大邱大／大韓民国,雲湖高／大韓民国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5004,黄　誠秀,HWANG Song Su,MF,1987/07/10,177,73,,,,,,,,,,,,,,,,,,,,,,
5005,黄　善洪,HWANG Sun Hong,FW,1968/07/14,183,79,,,,,,,,,,,,,,,,,,,,,,
5006,黄　大俊,HWANG Tae Jun,DF,1988/05/03,182,74,,,,,,,,,,,,,,,,,,,,,,
5007,黄　大城,HWANG Te Song,DF,1989/12/20,185,65,,,,,,,,,,,,,,,,,,,,,,
5008,黄　学淳,HWANG Hak Sun,MF,1976/10/10,177,72,,,,,,,,,,,,,,,,,,,,,,
5009,ファンティーニ　燦,Akira FANTINI,GK,1998/05/24,180,83,福島ユナイテッドＦＣ,サガン鳥栖,チェゼーナ／イタリア,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5010,ファンデルフェン,Dirk VANDERVEN,FW,1970/03/01,184,80,,,,,,,,,,,,,,,,,,,,,,
5011,フアン,RUAN Teixeira Silva,MF,1991/01/07,171,68,,,,,,,,,,,,,,,,,,,,,,
5012,フアンマ　デルガド（ファンマ）,Juan Manuel Delgado Lloria(JUANMA DELGADO),FW,1990/11/17,188,90,アビスパ福岡,大宮アルディージャ,Ｖ・ファーレン長崎,ＵＣＡＭ　ムルシア／スペイン,ハート　オブ　ミドロ／スコットランド,カロニ／ギリシャ,アステラス　トリポリスＦＣ／ギリシャ,デポルティーボ　アラべス／スペイン,ＣＤデニア／スペイン,ＦＣ　ホベ　エスパニョール／スペイン,-,-,-,-,-,-,-,-,-,-,-,-
5013,フィゲロア,Dario Damian FIGUEROA,FW,1978/02/13,178,71,,,,,,,,,,,,,,,,,,,,,,
5014,フィナージ,Alexandre Silveira FINAZZI,FW,1973/08/20,186,82,,,,,,,,,,,,,,,,,,,,,,
5015,フィリップ　ウィフマン,FILIP WICHMAN,GK,1994/01/30,188,82,,,,,,,,,,,,,,,,,,,,,,
5016,フィリップ　クリャイッチ,FILIP KLJAJIC,GK,1990/08/16,197,82,大宮アルディージャ,パルチザン　ベオグラード／セルビア,ＡＯプラタニアス／ギリシャ,パルチザン　ベオグラード／セルビア,ＦＫテレオプティク／セルビア,パルチザン　ベオグラード／セルビア,ＦＫラド／セルビア,ＦＫメタラツ／セルビア,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5017,フェアー　モービー,Mobi FEHR,DF,1994/12/13,183,79,,,,,,,,,,,,,,,,,,,,,,
5018,フェフージン,Weverton Almeida Santos Evaristo(FERRUGEM),MF,1988/03/28,182,75,,,,,,,,,,,,,,,,,,,,,,
5019,フェホ,Felipe Almeida Felix(FERRO),FW,1985/04/20,197,92,,,,,,,,,,,,,,,,,,,,,,
5020,フェリクス　ミコルタ,Felix Andres Micolta Micolta(FELIX MICOLTA),FW,1989/11/30,179,74,,,,,,,,,,,,,,,,,,,,,,
5021,フェリペ,FELIPE Bortolucci Pires,DF,1993/08/21,194,90,,,,,,,,,,,,,,,,,,,,,,
5022,フェリペ,FELIPE De Oliveira Barros,DF,1994/08/05,194,98,,,,,,,,,,,,,,,,,,,,,,
5023,フェリペ,FELLIPE Bertoldo Dos Santos,MF,1991/01/05,176,74,,,,,,,,,,,,,,,,,,,,,,
5024,フェリペ　アウベス,FELIPE ALVES,FW,1990/05/06,183,75,,,,,,,,,,,,,,,,,,,,,,
5025,フェリペ　アウベス,Felipe Guimaraes Alves(FELIPE ALVES),FW,1990/11/18,179,79,,,,,,,,,,,,,,,,,,,,,,
5026,フェリペ　ガブリエル,FELLYPE GABRIEL De Melo E Silva,MF,1985/12/06,176,68,,,,,,,,,,,,,,,,,,,,,,
5027,フェリペ　ガルシア,FELIPE GARCIA Goncalves,FW,1990/11/06,184,76,,,,,,,,,,,,,,,,,,,,,,
5028,フェリペ　シウバ,Felipe De Oliveira Silva(FELIPE SILVA),MF,1990/05/28,171,76,,,,,,,,,,,,,,,,,,,,,,
